case_id,alert_type,failed_login_count,successful_login,new_ip,location_change,login_location,endpoint_anomaly,email_anomaly,cloud_anomaly,previous_incident,evidence_missing,evidence_conflict,risk_score,risk_level,investigation_steps,containment_decision,investigation_status,case_outcome
CASE-0580,Endpoint Malware,2,1,0,0,Mumbai,1,0,1,0,1,0,30,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0581,Phishing Email,1,0,1,0,Unknown,1,1,0,0,1,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0582,Cloud Account Anomaly,3,0,1,1,Delhi,1,0,0,0,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0583,Phishing Email,0,0,0,1,Hyderabad,1,1,1,1,0,1,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-0584,Endpoint Malware,1,1,0,1,Bangalore,1,1,0,0,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0585,Phishing Email,1,0,1,0,Hyderabad,0,1,1,1,1,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0586,Phishing Email,4,1,1,0,Chennai,1,1,0,1,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0587,Endpoint Malware,3,0,0,1,Delhi,1,0,1,1,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0588,Phishing Email,2,1,1,1,Bangalore,0,0,0,1,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0589,Endpoint Malware,2,1,0,0,Chennai,0,1,0,0,1,1,15,LOW,Validate Alert → Check Authentication History → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0590,Phishing Email,2,0,1,0,Delhi,1,1,0,1,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0591,Cloud Account Anomaly,2,1,1,0,Unknown,1,0,1,1,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0592,Phishing Email,2,1,0,0,Chennai,1,0,1,1,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0593,Suspicious Login,1,0,0,1,Unknown,1,1,0,0,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0594,Phishing Email,0,0,1,0,Hyderabad,1,0,1,1,1,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0595,Cloud Account Anomaly,4,0,1,1,Delhi,0,1,1,0,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0596,Endpoint Malware,0,0,1,0,Bangalore,1,1,1,0,1,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0597,Phishing Email,3,0,1,1,Chennai,0,0,0,0,1,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0598,Cloud Account Anomaly,1,1,1,1,Chennai,0,0,0,1,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0599,Suspicious Login,2,1,1,1,Unknown,1,1,1,1,0,0,80,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,Normal Investigation,Confirmed Incident
CASE-0600,Phishing Email,2,0,1,0,Delhi,0,1,0,0,0,1,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0601,Cloud Account Anomaly,5,1,1,1,Chennai,1,1,1,0,0,0,95,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,Normal Investigation,Confirmed Incident
CASE-0602,Suspicious Login,1,0,0,0,Mumbai,1,0,0,1,0,0,20,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0603,Cloud Account Anomaly,1,0,1,1,Delhi,0,0,0,0,1,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0604,Suspicious Login,5,1,0,0,Delhi,1,1,0,1,0,0,60,HIGH,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate to Senior Analyst,Normal Investigation,Escalated Incident
CASE-0605,Cloud Account Anomaly,1,1,0,1,Hyderabad,1,1,1,0,0,1,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,MANUAL REVIEW - Conflicting Evidence,Escalated Incident
CASE-0606,Phishing Email,1,0,1,1,Chennai,1,0,1,1,1,1,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0607,Endpoint Malware,3,1,0,1,Bangalore,1,1,0,0,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0608,Phishing Email,0,1,1,1,Bangalore,1,0,0,1,0,1,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,MANUAL REVIEW - Conflicting Evidence,Confirmed Incident
CASE-0609,Endpoint Malware,1,0,1,0,Chennai,1,1,1,0,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-0610,Phishing Email,0,1,1,0,Hyderabad,0,0,0,1,1,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0611,Endpoint Malware,0,0,0,1,Unknown,1,1,1,0,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0612,Suspicious Login,3,1,1,0,Chennai,0,0,0,0,0,1,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0613,Endpoint Malware,3,1,0,1,Chennai,1,1,0,0,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0614,Endpoint Malware,1,1,1,0,Mumbai,0,1,1,1,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0615,Cloud Account Anomaly,2,1,0,0,Delhi,1,0,0,1,1,0,25,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0616,Phishing Email,0,0,1,0,Bangalore,0,0,0,1,0,0,20,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0617,Cloud Account Anomaly,0,0,1,0,Unknown,0,0,1,1,1,1,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0618,Phishing Email,4,1,1,0,Unknown,1,0,1,1,0,1,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0619,Phishing Email,1,1,0,1,Bangalore,0,0,1,1,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0620,Suspicious Login,4,1,1,0,Hyderabad,0,0,1,0,0,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0621,Suspicious Login,4,0,1,1,Delhi,1,0,0,0,1,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0622,Phishing Email,4,0,0,1,Hyderabad,1,1,0,1,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0623,Endpoint Malware,2,1,1,0,Bangalore,0,1,1,0,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0624,Cloud Account Anomaly,2,0,1,0,Delhi,1,1,1,1,1,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0625,Cloud Account Anomaly,3,1,0,0,Delhi,0,1,1,0,0,1,30,MEDIUM,Validate Alert → Check Authentication History → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
